"","LotConfig","LandSlope","Neighborhood","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"268","Inside","Mod","SWISU","Norm","1Fam","2.5Fin",5,8,1939,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","LwQ",0,342,720,"GasA","Ex","Y","SBrkr",1052,720,420,2192,0,0,2,1,4,1,"Gd",8,"Typ","Gd","Detchd",1939,"Unf",1,240,"TA","Y",262,24,0,0,0,7,2008,"WD","Normal",179500
"269","Inside","Gtl","IDOTRR","Norm","1Fam","1Story",5,6,1940,1955,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",125,212,740,"GasA","Ex","Y","SBrkr",778,0,0,778,0,0,1,0,2,1,"TA",4,"Typ","Gd","Detchd",1966,"Fin",1,924,"Ex","Y",0,25,0,0,0,2,2008,"WD","Normal",120500
"270","Corner","Gtl","Edwards","Norm","1Fam","1Story",6,7,1976,1976,"Hip","HdBoard","HdBoard","BrkFace",174,"TA","Gd","CBlock","TA","Gd","No","BLQ",0,392,1143,"GasA","TA","Y","SBrkr",1113,0,0,1113,1,0,1,1,3,1,"TA",6,"Typ","Fa","Attchd",1987,"RFn",1,504,"Gd","Y",370,30,0,0,0,5,2007,"WD","Normal",148000
"271","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,1095,1095,"GasA","Gd","Y","SBrkr",1095,844,0,1939,0,0,2,1,3,1,"Gd",8,"Typ","Gd","Attchd",2006,"RFn",3,1053,"TA","Y",192,51,0,0,0,8,2006,"New","Partial",266000
"272","CulDSac","Sev","ClearCr","Norm","1Fam","1Story",7,7,1954,2005,"Flat","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","LwQ",1063,96,1385,"GasA","Ex","Y","SBrkr",1363,0,0,1363,1,0,1,0,2,1,"TA",5,"Mod","TA","Attchd",1954,"Unf",2,439,"TA","Y",81,0,0,0,0,4,2008,"WD","Normal",241500
"273","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story",8,7,1999,2007,"Gable","VinylSd","VinylSd","BrkFace",348,"Gd","TA","PConc","Gd","TA","No","GLQ",0,628,1152,"GasA","Ex","Y","SBrkr",1164,1106,0,2270,0,0,2,1,4,1,"Gd",9,"Typ","Gd","Attchd",1999,"Fin",3,671,"TA","Y",132,57,0,0,0,4,2010,"WD","Normal",290000
"274","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1958,1988,"Hip","Wd Sdng","Wd Sdng","BrkCmn",183,"TA","TA","CBlock","TA","TA","No","Rec",620,0,1240,"GasA","Gd","Y","SBrkr",1632,0,0,1632,1,0,2,0,3,1,"TA",6,"Min1","Gd","Attchd",1958,"RFn",1,338,"TA","Y",289,0,0,0,0,4,2009,"WD","Normal",139000
"275","Corner","Gtl","Mitchel","Norm","1Fam","1Story",5,7,1982,1982,"Gable","HdBoard","ImStucc","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ",0,270,816,"GasA","TA","Y","SBrkr",816,0,0,816,0,0,1,0,2,1,"TA",5,"Typ","Ex","Attchd",1982,"Unf",1,264,"TA","Y",168,0,0,0,0,6,2007,"WD","Normal",124500
"276","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",7,7,1925,2007,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,952,952,"GasW","Gd","N","SBrkr",952,596,0,1548,0,0,2,1,3,1,"Ex",5,"Typ","Ex","Detchd",1978,"Unf",2,672,"TA","Y",74,0,0,0,0,10,2009,"WD","Normal",205000
"277","Inside","Gtl","Mitchel","Norm","1Fam","1Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,1560,1560,"GasA","Ex","Y","SBrkr",1560,0,0,1560,0,0,2,0,3,1,"Gd",7,"Typ","Gd","Attchd",2003,"Fin",2,573,"TA","Y",100,150,0,0,0,4,2010,"WD","Normal",201000
"278","Corner","Gtl","Gilbert","Norm","1Fam","1Story",4,5,1951,1951,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",0,744,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",4,"Typ","Fa","Detchd",1951,"Unf",2,400,"TA","Y",0,0,0,0,0,6,2010,"WD","Normal",141000
"279","Inside","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CemntBd","CmentBd","BrkFace",315,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,2121,2121,"GasA","Ex","Y","SBrkr",2121,0,0,2121,0,0,2,1,3,1,"Ex",8,"Typ","Ex","Attchd",2007,"Fin",3,732,"TA","Y",124,98,0,0,0,5,2007,"New","Partial",415298
"280","Inside","Gtl","ClearCr","Norm","1Fam","2Story",7,5,1977,1977,"Hip","Plywood","Plywood","BrkFace",299,"TA","TA","CBlock","Gd","TA","No","BLQ",0,768,1160,"GasA","Ex","Y","SBrkr",1156,866,0,2022,0,0,2,1,4,1,"TA",8,"Typ","TA","Attchd",1977,"Fin",2,505,"TA","Y",288,117,0,0,0,3,2008,"WD","Normal",192000
"281","Inside","Gtl","SawyerW","Norm","1Fam","2Story",7,6,1989,1989,"Gable","Plywood","Plywood","BrkFace",340,"Gd","TA","CBlock","Gd","TA","Av","GLQ",0,386,807,"GasA","Gd","Y","SBrkr",1175,807,0,1982,0,0,2,1,3,1,"Gd",7,"Typ","TA","Attchd",1989,"Fin",2,575,"TA","Y",0,84,0,196,0,1,2007,"WD","Normal",228500
"282","Inside","Gtl","Somerst","Norm","1Fam","1Story",6,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",68,"Gd","TA","PConc","Gd","TA","No","GLQ",0,357,1262,"GasA","Gd","Y","SBrkr",1262,0,0,1262,0,0,2,0,2,1,"Gd",5,"Typ","Po","Attchd",2006,"Fin",2,572,"TA","Y",0,120,0,0,0,5,2006,"New","Partial",185000
"283","Inside","Gtl","NridgHt","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",166,"Gd","TA","PConc","Gd","TA","No","GLQ",0,410,1314,"GasA","Ex","Y","SBrkr",1314,0,0,1314,1,0,2,0,2,1,"Gd",6,"Typ","Gd","Attchd",2008,"RFn",2,626,"TA","Y",172,62,0,0,0,4,2009,"ConLw","Normal",207500
"284","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2008,2009,"Gable","VinylSd","VinylSd","Stone",72,"Gd","TA","PConc","Gd","TA","No","Unf",0,1468,1468,"GasA","Ex","Y","SBrkr",1468,0,0,1468,0,0,2,0,3,1,"Gd",6,"Typ","Gd","Attchd",2008,"Fin",3,898,"TA","Y",210,150,0,0,0,12,2009,"New","Partial",244600
"285","Inside","Gtl","SawyerW","Norm","TwnhsE","1Story",6,5,1992,1992,"Gable","Plywood","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,1145,1575,"GasA","Gd","Y","SBrkr",1575,0,0,1575,1,0,2,0,2,1,"Gd",5,"Typ","TA","Attchd",1992,"RFn",2,529,"TA","Y",0,0,52,0,0,7,2007,"WD","Normal",179200
"286","Inside","Gtl","Somerst","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,625,625,"GasA","Ex","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ","Po","Detchd",2006,"RFn",2,528,"TA","Y",0,54,0,0,0,6,2007,"New","Partial",164700
"287","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",6,7,1962,1981,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",0,312,912,"GasA","TA","Y","SBrkr",1085,649,0,1734,0,0,1,1,3,1,"Gd",7,"Typ","Gd","Attchd",1962,"RFn",2,440,"TA","Y",0,0,0,0,0,6,2006,"WD","Normal",159000
"288","Corner","Gtl","NAmes","Norm","1Fam","1Story",4,4,1971,1971,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",0,244,858,"GasA","TA","Y","SBrkr",858,0,0,858,0,0,1,0,3,1,"TA",5,"Typ","Fa","Detchd",2009,"Unf",0,0,"Po","Y",0,0,0,0,0,6,2006,"WD","Normal",88000
"289","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1967,1967,"Gable","MetalSd","MetalSd","BrkFace",31,"TA","Gd","CBlock","TA","TA","No","BLQ",0,432,882,"GasA","TA","Y","SBrkr",900,0,0,900,0,0,1,0,3,1,"TA",5,"Typ","Fa","Detchd",1970,"Unf",1,280,"TA","Y",0,0,0,0,0,2,2010,"WD","Normal",122000
"290","Inside","Gtl","BrkSide","Norm","1Fam","2Story",6,7,1915,2003,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,698,698,"GasA","Ex","Y","FuseA",698,698,0,1396,0,0,1,0,3,1,"TA",7,"Typ","Gd","Detchd",2003,"Unf",1,384,"TA","Y",0,0,0,0,0,7,2007,"WD","Normal",153575
"291","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,1079,1079,"GasA","Ex","Y","SBrkr",1079,840,0,1919,0,0,2,1,3,1,"Gd",8,"Typ","Gd","Attchd",2006,"RFn",2,685,"TA","Y",0,51,0,0,0,7,2006,"New","Partial",233230
"292","Inside","Gtl","SWISU","Norm","2fmCon","2Story",5,6,1912,2000,"Gable","VinylSd","VinylSd","None",0,"TA","Fa","PConc","TA","Fa","No","Rec",0,570,780,"GasA","Ex","N","SBrkr",936,780,0,1716,1,0,2,0,6,1,"Fa",9,"Typ","Po","Detchd",2009,"Unf",0,0,"Po","N",0,184,0,0,0,3,2008,"WD","Normal",135900
"293","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",5,4,1949,2008,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",0,476,768,"GasA","Gd","Y","SBrkr",1148,568,0,1716,0,0,1,1,3,1,"TA",8,"Min2","Gd","Attchd",1949,"Unf",1,281,"TA","Y",0,0,0,0,0,1,2009,"WD","Normal",131000
"294","Corner","Gtl","NWAmes","Norm","1Fam","2Story",7,7,1977,1994,"Gable","Plywood","Plywood","BrkFace",34,"TA","TA","CBlock","TA","TA","No","ALQ",0,0,795,"GasA","Fa","Y","SBrkr",1468,795,0,2263,1,0,2,1,3,1,"Gd",9,"Typ","TA","Attchd",1977,"Fin",2,539,"TA","Y",0,250,0,0,0,3,2006,"WD","Normal",235000
"295","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1953,1953,"Hip","HdBoard","HdBoard","Stone",238,"TA","TA","CBlock","TA","TA","No","GLQ",0,131,1416,"GasA","TA","Y","SBrkr",1644,0,0,1644,1,0,1,0,3,1,"TA",7,"Typ","Gd","Attchd",1953,"Fin",2,418,"TA","Y",110,0,0,0,0,10,2009,"WD","Normal",167000
"296","CulDSac","Gtl","Mitchel","Norm","1Fam","SLvl",6,6,1984,1984,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","GLQ",0,184,1003,"GasA","TA","Y","SBrkr",1003,0,0,1003,1,0,1,0,3,1,"TA",6,"Typ","Fa","Detchd",1984,"Unf",2,588,"TA","Y",120,0,0,0,0,3,2006,"WD","Normal",142500
"297","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",5,5,1950,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",0,490,910,"GasA","TA","Y","FuseA",910,648,0,1558,0,0,1,1,4,1,"TA",6,"Typ","Gd","Attchd",1950,"Unf",1,282,"TA","Y",289,0,0,0,0,6,2007,"WD","Normal",152000
"298","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,1997,1998,"Hip","VinylSd","VinylSd","BrkFace",1600,"Gd","TA","PConc","Gd","TA","No","BLQ",0,326,975,"GasA","Ex","Y","SBrkr",975,975,0,1950,0,0,2,1,3,1,"Gd",7,"Typ","TA","Detchd",1997,"RFn",2,576,"TA","Y",0,10,0,0,0,6,2007,"WD","Normal",239000
"299","Inside","Gtl","NWAmes","Norm","1Fam","2Story",6,6,1968,1968,"Mansard","HdBoard","AsphShn","BrkFace",365,"Gd","TA","CBlock","TA","TA","No","ALQ",175,143,702,"GasA","Gd","Y","SBrkr",1041,702,0,1743,0,1,1,2,3,1,"TA",7,"Typ","Gd","Attchd",1968,"Unf",2,539,"TA","Y",224,0,0,0,0,6,2007,"WD","Normal",175000
"300","Inside","Gtl","Crawfor","Norm","1Fam","1Story",6,8,1950,2004,"Gable","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,1092,1092,"GasA","Ex","Y","SBrkr",1152,0,0,1152,0,1,1,0,3,1,"Gd",6,"Typ","Gd","Attchd",1950,"Unf",1,300,"TA","Y",0,36,0,0,0,8,2009,"WD","Family",158500
"301","Corner","Gtl","Crawfor","Norm","2fmCon","1Story",5,5,1953,1953,"Hip","MetalSd","MetalSd","BrkFace",56,"TA","TA","CBlock","TA","TA","Mn","BLQ",0,324,1165,"GasA","TA","Y","SBrkr",1336,0,0,1336,1,0,1,0,2,1,"TA",5,"Typ","Gd","Attchd",1953,"Unf",1,375,"TA","Y",0,0,0,0,0,6,2006,"WD","Normal",157000
"302","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,1998,1999,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,747,1028,"GasA","Ex","Y","SBrkr",1210,1242,0,2452,0,0,2,1,4,1,"Gd",9,"Typ","TA","BuiltIn",1998,"Fin",2,683,"TA","Y",208,50,0,0,0,5,2007,"WD","Normal",267000
"303","Corner","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2001,2002,"Gable","VinylSd","VinylSd","BrkFace",150,"Gd","TA","PConc","Gd","TA","No","Unf",0,1541,1541,"GasA","Ex","Y","SBrkr",1541,0,0,1541,0,0,2,0,3,1,"Gd",6,"Typ","TA","Attchd",2001,"RFn",3,843,"TA","Y",468,81,0,0,0,1,2006,"WD","Normal",205000
"304","Corner","Gtl","CollgCr","Norm","1Fam","1Story",5,7,1972,1972,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","ALQ",0,0,894,"GasA","TA","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"TA",5,"Typ","Fa","Attchd",1975,"Unf",2,552,"TA","Y",256,0,0,0,0,7,2006,"WD","Abnorml",149900
"305","Inside","Gtl","OldTown","Norm","1Fam","2.5Fin",7,9,1880,2002,"Gable","CemntBd","CmentBd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,1470,1470,"GasA","Ex","Y","SBrkr",1675,1818,0,3493,0,0,3,0,3,1,"Gd",10,"Typ","Ex","Attchd",2003,"Unf",3,870,"TA","Y",302,0,0,0,0,5,2008,"WD","Normal",295000
"306","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CemntBd","CmentBd","Stone",246,"Gd","TA","PConc","Gd","TA","No","GLQ",0,536,2000,"GasA","Ex","Y","SBrkr",2000,0,0,2000,1,0,2,0,3,1,"Gd",8,"Typ","Gd","Attchd",2004,"Fin",3,888,"TA","Y",168,0,0,0,0,7,2007,"WD","Normal",305900
"307","Inside","Gtl","SawyerW","Norm","1Fam","2Story",7,5,1990,1991,"Gable","HdBoard","Plywood","BrkFace",246,"Gd","TA","CBlock","Gd","TA","No","ALQ",0,0,700,"GasA","Gd","Y","SBrkr",1122,1121,0,2243,1,0,2,1,4,1,"Gd",8,"Typ","TA","Attchd",1990,"RFn",3,746,"TA","Y",127,44,224,0,0,6,2007,"WD","Normal",225000
"308","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,319,319,"GasA","TA","Y","FuseA",1035,371,0,1406,0,0,1,0,3,1,"Fa",6,"Typ","TA","Detchd",2009,"Unf",0,0,"Po","N",0,144,0,0,0,3,2008,"WD","Normal",89500
"309","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,1940,1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",0,599,861,"GasA","Ex","Y","SBrkr",861,0,0,861,0,0,1,0,1,1,"TA",4,"Typ","Fa","Detchd",1961,"Unf",2,539,"TA","Y",158,0,0,0,0,3,2009,"WD","Normal",82500
"310","Inside","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2003,2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",0,622,1896,"GasA","Ex","Y","SBrkr",1944,0,0,1944,1,0,2,0,3,1,"Ex",8,"Typ","Ex","Attchd",2003,"Fin",3,708,"TA","Y",208,175,0,0,0,11,2006,"WD","Normal",360000
"311","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1993,1994,"Gable","HdBoard","HdBoard","BrkFace",112,"TA","TA","PConc","Gd","TA","No","ALQ",0,179,697,"GasA","Gd","Y","SBrkr",697,804,0,1501,0,0,2,1,3,1,"Gd",6,"Typ","TA","Attchd",1993,"Fin",2,420,"TA","Y",190,63,0,0,0,5,2006,"WD","Normal",165600
"312","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1948,2002,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",0,292,972,"GasA","Ex","Y","SBrkr",972,0,0,972,1,0,1,0,2,1,"TA",5,"Typ","Gd","Detchd",1948,"Unf",1,240,"TA","Y",0,0,0,0,0,5,2009,"WD","Normal",132000
"313","Inside","Gtl","OldTown","Norm","2fmCon","1.5Fin",5,7,1939,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Mn","Rec",0,286,793,"GasA","TA","Y","SBrkr",793,325,0,1118,1,0,1,0,3,1,"TA",5,"Typ","Gd","Detchd",1939,"Unf",2,410,"TA","Y",0,0,0,0,0,5,2006,"WD","Normal",119900
"314","Inside","Sev","Timber","Norm","1Fam","1Story",7,5,1965,1965,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",820,80,2136,"GasW","TA","Y","SBrkr",2036,0,0,2036,2,0,2,0,3,1,"TA",8,"Typ","Gd","Attchd",1965,"RFn",2,513,"TA","Y",0,0,0,0,0,6,2009,"WD","Normal",375000
"315","Inside","Gtl","OldTown","Norm","1Fam","2Story",7,7,1925,1990,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Gd","No","LwQ",0,712,728,"GasA","Ex","Y","SBrkr",832,809,0,1641,0,1,1,1,3,1,"Ex",6,"Typ","Gd","Detchd",1925,"Unf",2,546,"TA","Y",0,0,234,0,0,8,2006,"WD","Normal",178000
"316","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,291,716,"GasA","Ex","Y","SBrkr",716,716,0,1432,1,0,2,1,3,1,"Gd",6,"Typ","Gd","Attchd",2004,"Fin",2,432,"TA","Y",100,51,0,0,0,7,2009,"WD","Normal",188500
"317","Corner","Gtl","NWAmes","Norm","1Fam","2Story",7,7,1980,1980,"Gable","CemntBd","CmentBd","BrkFace",278,"Gd","TA","CBlock","Gd","TA","No","GLQ",0,153,845,"GasA","TA","Y","SBrkr",1153,1200,0,2353,1,0,2,1,4,1,"Ex",10,"Typ","TA","Attchd",1983,"RFn",2,484,"TA","Y",288,195,0,0,0,8,2009,"WD","Normal",260000
"318","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,1088,1088,"GasA","Ex","Y","SBrkr",1088,871,0,1959,0,0,2,1,3,1,"Gd",8,"Typ","Gd","Attchd",2006,"RFn",3,1025,"TA","Y",208,46,0,0,0,12,2007,"WD","Normal",270000
"319","Inside","Mod","NoRidge","Norm","1Fam","2Story",7,5,1993,1993,"Gable","HdBoard","HdBoard","BrkFace",256,"Gd","TA","PConc","Gd","TA","Gd","GLQ",0,360,1347,"GasA","Ex","Y","SBrkr",1372,1274,0,2646,1,0,2,1,4,1,"Gd",9,"Typ","TA","Attchd",1993,"RFn",3,656,"TA","Y",340,60,144,0,0,4,2009,"WD","Normal",260000
"320","Inside","Gtl","NWAmes","Norm","1Fam","SLvl",7,5,1980,1980,"Gable","Plywood","Plywood","BrkFace",225,"TA","TA","CBlock","Gd","TA","Av","GLQ",0,336,1372,"GasA","TA","Y","SBrkr",1472,0,0,1472,1,0,2,0,3,1,"TA",6,"Typ","TA","Attchd",1980,"Unf",2,588,"TA","Y",233,48,0,0,0,6,2009,"WD","Normal",187500
"321","Corner","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",370,"TA","TA","PConc","Ex","Gd","Av","Unf",0,1249,1249,"GasA","Ex","Y","SBrkr",1249,1347,0,2596,0,0,3,1,4,1,"Gd",9,"Typ","Gd","Attchd",2006,"RFn",3,840,"TA","Y",240,154,0,0,0,9,2006,"New","Partial",342643
"322","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",388,"Gd","TA","PConc","Ex","TA","Av","GLQ",0,166,1136,"GasA","Ex","Y","SBrkr",1136,1332,0,2468,1,0,2,1,4,1,"Gd",10,"Typ","Gd","BuiltIn",2004,"Fin",3,872,"TA","Y",184,154,0,0,0,6,2007,"WD","Normal",354000
"323","Inside","Gtl","SawyerW","Norm","1Fam","2Story",7,5,1986,1987,"Gable","Plywood","Plywood","BrkFace",172,"Gd","TA","CBlock","TA","TA","Gd","LwQ",1474,0,1502,"GasA","Ex","Y","SBrkr",1553,1177,0,2730,1,0,2,1,4,1,"Gd",8,"Typ","TA","Attchd",1987,"Fin",2,576,"TA","Y",201,96,0,0,0,8,2007,"WD","Normal",301000
"324","Inside","Gtl","OldTown","Norm","1Fam","1Story",3,8,1955,2005,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",0,906,1162,"GasA","Ex","Y","SBrkr",1163,0,0,1163,1,0,1,0,3,1,"TA",6,"Typ","Po","Attchd",1955,"Unf",1,220,"TA","Y",142,98,0,0,0,7,2006,"WD","Normal",126175
"325","Corner","Gtl","NAmes","Norm","1Fam","SLvl",7,7,1967,2007,"Mansard","Wd Sdng","Wd Sdng","BrkFace",300,"Gd","Gd","CBlock","Gd","TA","No","Unf",0,710,710,"GasA","Ex","Y","SBrkr",1898,1080,0,2978,0,0,2,1,5,1,"Gd",11,"Typ","Gd","BuiltIn",1961,"Fin",2,564,"TA","Y",240,0,0,0,0,6,2010,"WD","Normal",242000
"326","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Unf",5,6,1941,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",0,604,720,"GasA","Po","N","FuseF",803,0,0,803,0,0,1,0,2,1,"TA",5,"Typ","Fa","Detchd",1941,"Unf",2,360,"TA","Y",0,0,244,0,0,12,2007,"WD","Normal",87000
"327","CulDSac","Gtl","Veenker","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",0,100,1719,"GasA","Ex","Y","SBrkr",1719,0,0,1719,2,0,1,1,1,1,"Gd",6,"Typ","Gd","Attchd",1993,"Fin",2,473,"TA","Y",122,30,0,0,0,5,2008,"Con","Normal",324000
"328","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1960,1960,"Hip","Wd Sdng","Wd Sdng","BrkFace",175,"TA","TA","CBlock","TA","TA","No","Rec",0,818,1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,0,0,1,1,3,1,"TA",7,"Typ","Gd","Attchd",1960,"RFn",1,292,"TA","Y",0,45,0,0,0,4,2006,"WD","Normal",145250
"329","Inside","Gtl","BrkSide","Norm","1Fam","2.5Unf",6,6,1916,1994,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,844,844,"GasA","Gd","N","FuseA",1445,689,0,2134,0,0,2,0,5,1,"Gd",10,"Typ","Gd","Detchd",1930,"Unf",2,441,"TA","Y",0,60,268,0,0,7,2009,"WD","Normal",214500
"330","Corner","Gtl","IDOTRR","Norm","1Fam","2Story",5,5,1920,1950,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,596,596,"GasA","TA","N","SBrkr",596,596,0,1192,0,0,1,0,3,1,"TA",6,"Typ","Gd","Detchd",1920,"Unf",1,189,"Fa","N",0,0,137,0,0,7,2009,"WD","Normal",78000
"331","Inside","Gtl","NAmes","Norm","Duplex","1Story",5,4,1964,1964,"Gable","HdBoard","HdBoard","BrkFace",84,"TA","TA","CBlock","TA","TA","No","GLQ",264,1424,1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,0,1,2,0,6,2,"TA",10,"Typ","Po","Detchd",2002,"Unf",1,352,"TA","Y",155,0,0,0,0,11,2007,"WD","Normal",119000
"332","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1958,1992,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",0,210,1056,"GasA","Fa","Y","SBrkr",1056,0,0,1056,1,0,1,0,3,1,"TA",6,"Typ","Gd","Attchd",1958,"RFn",1,308,"TA","Y",0,0,0,0,0,8,2007,"WD","Normal",139000
"333","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2003,2004,"Gable","VinylSd","VinylSd","BrkFace",296,"Gd","TA","PConc","Gd","TA","No","GLQ",479,1603,3206,"GasA","Ex","Y","SBrkr",1629,0,0,1629,1,0,2,0,3,1,"Gd",7,"Typ","Gd","Attchd",2003,"RFn",3,880,"TA","Y",0,0,0,0,0,10,2009,"WD","Normal",284000
"334","FR3","Gtl","NridgHt","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","Stone",146,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,638,1358,"GasA","Ex","Y","SBrkr",1358,0,0,1358,1,0,2,0,2,1,"Gd",6,"Typ","Gd","Attchd",2004,"RFn",2,484,"TA","Y",192,30,0,0,0,7,2008,"WD","Normal",207000
